"water_year","All taxa","Acartia Adult","Acartiella sinensis Adult","Daphnia Adult","Diaphanosoma Adult","Eurytemora affinis Adult","Eurytemora affinis Juvenile","Limnoithona tetraspina Adult","Neomysis mercedis Adult","Pseudodiaptomus forbesi Adult","Pseudodiaptomus Juvenile","Tortanus Adult","Hyperacanthomysis longirostris Adult","Neomysis kadiakensis Adult"
1988,19991.0744669926,810.808230465567,NA,1506.06626502445,147.519929596559,1481.64675968601,NA,464.154409018218,15157.7722210538,2333.15084498059,NA,NA,NA,NA
1989,37601.7140666136,1580.92156581278,NA,1903.27750014728,225.947998576052,2069.1346600505,1477.52461011238,182.542171146154,18458.2271249478,15641.7529140482,NA,NA,NA,NA
1990,27576.1801037016,748.527983674884,NA,902.897146627252,215.903236908343,1176.99783832759,1500.57946727448,189.488541489079,10343.5509553698,9868.21837888079,4989.17807979317,NA,NA,NA
1991,30851.6594106439,1331.54583093024,NA,1570.21515376687,285.432601435287,953.815480453229,1800.55394223983,200.58166968937,13589.657650354,7414.55277056049,3885.27956664694,NA,NA,NA
1992,26509.3422301534,3657.91668841872,NA,2309.96615430242,380.080192138382,925.85332035223,997.525892207535,198.88074894222,3033.35133598816,8958.81780829913,6488.34120512363,NA,NA,NA
1993,29767.3398441219,625.579999091102,NA,2838.52988066049,360.001079215193,925.71998885614,800.392849757604,660.796106715179,7677.98176834844,12667.976699776,4779.70848640694,NA,5.90956469082657,NA
1994,40644.8549224569,1386.81786814815,2463.67380407407,6930.10925925926,1395.93648148148,3381.401625,3646.44750527778,4514.96077796296,993.76251323863,6753.08336185185,8720.33881851852,835.290711111111,10.0138832040726,58.0217501196318
1995,15131.4421877097,76.0228407524124,1080.56853223385,1336.23516832537,283.79873547604,1327.7758263236,427.779768550144,1333.76643455908,1412.57794918385,3557.57347162553,4587.53140780164,932.081362395361,7.42487960977854,330.847792738767
1996,14931.2802445293,167.866743555556,1016.50724038385,1477.00773640669,371.751438810345,778.751482739929,533.316167456628,1672.82295048372,889.003739128509,3439.35862596999,4282.18674935235,1698.28292529254,7.31884037324687,192.004124255389
1997,22078.4058792905,48.0012871111111,1466.75675919844,2253.85606064694,459.674401215119,961.724505864828,567.163896336927,3452.70727768929,783.208911373803,3234.8105056284,5946.27996358284,3362.78393513466,22.4933536477634,398.075568732318
1998,25478.3342917107,36.1691932460992,411.758208376866,1286.2142466458,160.757452385531,1039.67792132724,978.051428644708,2580.50577384173,350.54881899618,8782.92229740099,9572.0187515339,470.993217423701,22.9369218262255,308.612534680938
1999,31263.9267934497,375.819678310431,16.8088831481481,2525.09252003365,650.246965169305,3225.18749095882,2925.51227742727,5820.38345124078,411.898172867208,4687.73654033482,8969.26152316563,1884.8948937141,44.542021369659,187.920053031872
2000,29559.8542375076,228.038219251439,131.148110680145,4019.48933121002,929.864033655972,1183.08281550036,1317.61127828661,4262.11686343642,757.145377769504,5446.12489765922,10096.0469923903,1415.54105044619,105.285860891505,831.096360416799
2001,22222.8929888355,1323.42870531377,1796.59256844319,2851.55825165652,818.200655296924,851.520877954704,1596.85264771588,4740.79013628492,468.067429946518,1404.12435248365,5428.52883195508,1136.40611086243,10.9967045510408,796.903549056099
2002,35078.4504515398,1309.40925655216,1506.74460739004,3468.14403342724,1810.55831764591,1081.96177213888,2224.09252249621,8439.61117435025,93.2333228478419,4774.02124765483,8396.34203336012,1695.376338203,16.9956204886158,605.567893611128
2003,27032.1867891595,1757.13715965588,1561.47207943333,3156.43097452607,1201.31903612692,670.83487542265,1111.57103877333,5391.84600716525,90.0284671125021,3857.08851507084,7323.33488167336,839.84186226205,16.8582000406577,429.256142859873
2004,24371.5658443519,624.14456191752,2071.20445779583,2436.68847803492,984.187261266225,877.263098198151,1643.55632946456,5582.60009757796,164.011942474418,3392.59967582494,5319.27902399828,1256.45297099559,12.3090310264873,363.21283185259
2005,18968.877678881,154.071992682962,1660.70493916839,1018.48928352502,324.897004205408,898.849138174026,1609.25693271393,3456.3496847361,263.533570043068,3543.02440447761,5872.74634315757,722.023255521398,12.9205005024366,238.317259738143
2006,23010.2344001418,61.2564493466216,1239.61985308665,725.167056173358,187.479000624891,842.354595195518,906.202192859582,3663.06269668874,401.693660145002,8326.05508041068,6838.08779335987,623.517720953103,27.2353705433386,413.689532525521
2007,27482.4756982525,1252.46474867716,1836.54064264578,2515.39921471743,1006.64150315909,1158.15242591452,2327.23581635198,3000.83672165036,40.947409204899,5293.45675119504,7719.12032892349,882.887680352006,757.196884035473,290.300327924496
2008,29186.9685255777,567.604147854271,1981.37511411942,2324.57924614683,900.016718164833,2685.09877906959,3595.32404411705,4819.7531445307,187.306766881631,5260.30228628261,5874.64436324394,1585.52173534041,22.3951940346675,1728.4041074073
2009,23636.6254471448,412.71629392381,2035.99537307072,2100.02618497418,565.308349053666,1047.99889819565,1588.96738496461,4627.83283654798,31.3581995584518,4293.24730522559,5859.55271389559,1200.0149448936,2.76291519153192,418.225111755503
2010,23340.4544654917,347.020252286838,1518.73031623971,1439.84931528324,683.911067361443,1063.08727602277,1685.0307696984,3010.62161881513,133.467199066282,5873.67692052843,6548.77138387876,1097.08241616014,136.410274554953,262.810768505578
2011,21453.5913346098,75.743914131497,2396.84010369504,660.996775886502,227.51082346946,893.496426126249,1390.3140057597,1622.7681992065,398.32226057332,7493.90565563646,5896.11830227873,542.358074730151,732.812754982908,447.73711452969
2012,23667.7665821125,233.792422333175,1233.75802449778,1194.20922802235,1165.73732894564,996.74030327309,1159.99904179214,3743.06881877261,114.566866459659,5902.21043271566,6532.9605367633,1508.18069148031,589.820348967683,354.777831463554
2013,31475.840638905,131.655923277576,1856.94295033298,4377.53459639857,1068.23123167416,957.186838764005,1386.04710909573,3361.39155687531,26.5108721455549,7035.77873842836,9010.14052323793,1355.61231798461,1201.30011855892,708.200914415621
2014,41946.0354547175,74.2290660916456,2200.41165327168,4761.63304692176,1914.45621469363,738.085506182654,1243.47286226808,3741.51740740345,4.39795334211938,10572.6020217933,12611.3826679675,2618.50014481377,1296.89416926023,1827.90129279452
2015,40710.0007184905,20.3145578923361,2483.03390659108,7212.03181293484,1866.22011763364,789.724011369144,1068.56771083225,5021.68905823114,1.66767574272814,9356.69243866862,9593.00155378262,2629.23189996183,1001.35287085768,2706.32068733615
2016,36973.1111819499,48.4990473391049,2075.4225561506,6113.26778465123,2472.23336395377,797.966098076948,1422.3658689227,4621.11621710683,496.815599865034,6707.67640181372,10137.5495893882,2123.35726794062,538.534976064528,3300.87231232099
2017,39346.4994919962,16.2971442761255,2037.47897936535,837.80615378716,594.532347715035,840.744727810989,1415.14345716588,4718.58722744521,1252.00025123146,11426.622177436,16361.8256186264,626.375076541514,725.429911803993,2493.47231109737
2018,35704.1821006155,119.887999668352,2998.69337267359,942.846993048801,3207.76409663942,1705.50177067827,2794.36495484488,2887.54646929344,283.972306317639,8809.30170948654,10272.7017608097,1685.30784235836,1035.22355290225,1488.7770896436
2019,34695.0377503616,57.4384081481481,2588.05174917789,1324.75648770986,1072.34918634851,1788.74300619065,2633.60172885109,3954.85120090419,390.078117696108,10478.8478814536,10477.9874038121,1179.11368228362,42.0758669500385,1883.36085189651
2020,1126.1343172533,NA,NA,NA,NA,NA,NA,NA,65.3397542680038,NA,NA,NA,14.1990134794614,1489.02652189152
