"SampleDate"	"Station"	"SpeciesCode"	"SizeGroup"	"LabSubsample"	"PlusCount"	"Gear"	"SizeFraction"
2/10/1972 0:00:00	"22"	"Nm"	"All"	1.00	0	5	0
2/10/1972 0:00:00	"24"	"Nm"	"All"	1.00	0	5	0
2/10/1972 0:00:00	"28"	"Nm"	"All"	1.00	1	5	0
2/10/1972 0:00:00	"30"	"Nm"	"All"	1.00	0	5	0
2/10/1972 0:00:00	"32"	"Nm"	"All"	1.00	221	5	0
2/11/1972 0:00:00	"42"	"Nm"	"All"	1.00	0	5	0
2/11/1972 0:00:00	"44"	"Nm"	"All"	1.00	69	5	0
2/11/1972 0:00:00	"46"	"Nm"	"All"	1.00	0	5	0
2/11/1972 0:00:00	"48"	"Nm"	"All"	1.00	0	5	0
2/14/1972 0:00:00	"33"	"Nm"	"All"	1.00	272	5	0
2/14/1972 0:00:00	"34"	"Nm"	"All"	1.00	0	5	0
2/14/1972 0:00:00	"36"	"Nm"	"All"	1.00	0	5	0
2/14/1972 0:00:00	"38"	"Nm"	"All"	1.00	244	5	0
2/14/1972 0:00:00	"40"	"Nm"	"All"	1.00	52	5	0
2/14/1972 0:00:00	"50"	"Nm"	"All"	1.00	124	5	0
2/14/1972 0:00:00	"52"	"Nm"	"All"	1.00	424	5	0
2/14/1972 0:00:00	"54"	"Nm"	"All"	1.00	210	5	0
2/14/1972 0:00:00	"56"	"Nm"	"All"	1.00	10	5	0
2/14/1972 0:00:00	"58"	"Nm"	"All"	1.00	73	5	0
2/14/1972 0:00:00	"66"	"Nm"	"All"	1.00	284	5	0
2/14/1972 0:00:00	"72"	"Nm"	"All"	1.00	49	5	0
2/14/1972 0:00:00	"74"	"Nm"	"All"	1.00	195	5	0
3/9/1972 0:00:00	"104"	"Nm"	"All"	1.00	0	5	0
3/9/1972 0:00:00	"78"	"Nm"	"All"	1.00	468	5	0
3/9/1972 0:00:00	"80"	"Nm"	"All"	1.00	119	5	0
3/9/1972 0:00:00	"82"	"Nm"	"All"	1.00	15	5	0
3/9/1972 0:00:00	"84"	"Nm"	"All"	1.00	0	5	0
3/9/1972 0:00:00	"86"	"Nm"	"All"	1.00	0	5	0
3/9/1972 0:00:00	"88"	"Nm"	"All"	1.00	0	5	0
3/9/1972 0:00:00	"90"	"Nm"	"All"	1.00	159	5	0
3/9/1972 0:00:00	"92"	"Nm"	"All"	1.00	0	5	0
3/9/1972 0:00:00	"98"	"Nm"	"All"	1.00	6	5	0
3/9/1972 0:00:00	"D15"	"Nm"	"All"	1.00	36	5	0
3/9/1972 0:00:00	"D19"	"Nm"	"All"	1.00	0	5	0
3/9/1972 0:00:00	"D28"	"Nm"	"All"	1.00	106	5	0
3/10/1972 0:00:00	"60"	"Nm"	"All"	1.00	0	5	0
3/10/1972 0:00:00	"62"	"Nm"	"All"	1.00	0	5	0
3/10/1972 0:00:00	"64"	"Nm"	"All"	1.00	0	5	0
3/10/1972 0:00:00	"72"	"Nm"	"All"	1.00	232	5	0
3/10/1972 0:00:00	"74"	"Nm"	"All"	1.00	138	5	0
3/10/1972 0:00:00	"76"	"Nm"	"All"	1.00	34	5	0
3/10/1972 0:00:00	"D11"	"Nm"	"All"	1.00	95	5	0
3/13/1972 0:00:00	"20"	"Nm"	"All"	1.00	452	5	0
3/13/1972 0:00:00	"22"	"Nm"	"All"	1.00	312	5	0
3/13/1972 0:00:00	"24"	"Nm"	"All"	1.00	170	5	0
3/13/1972 0:00:00	"28"	"Nm"	"All"	1.00	31	5	0
3/13/1972 0:00:00	"30"	"Nm"	"All"	1.00	406	5	0
3/13/1972 0:00:00	"32"	"Nm"	"All"	1.00	444	5	0
3/13/1972 0:00:00	"36"	"Nm"	"All"	1.00	0	5	0
3/13/1972 0:00:00	"38"	"Nm"	"All"	1.00	0	5	0
3/13/1972 0:00:00	"40"	"Nm"	"All"	1.00	37	5	0
3/14/1972 0:00:00	"33"	"Nm"	"All"	1.00	456	5	0
3/14/1972 0:00:00	"34"	"Nm"	"All"	1.00	142	5	0
3/14/1972 0:00:00	"42"	"Nm"	"All"	1.00	368	5	0
3/14/1972 0:00:00	"44"	"Nm"	"All"	1.00	336	5	0
3/14/1972 0:00:00	"46"	"Nm"	"All"	1.00	328	5	0
3/14/1972 0:00:00	"48"	"Nm"	"All"	1.00	84	5	0
3/14/1972 0:00:00	"50"	"Nm"	"All"	1.00	324	5	0
3/14/1972 0:00:00	"52"	"Nm"	"All"	1.00	1256	5	0
3/14/1972 0:00:00	"54"	"Nm"	"All"	1.00	448	5	0
3/14/1972 0:00:00	"56"	"Nm"	"All"	1.00	126	5	0
3/14/1972 0:00:00	"58"	"Nm"	"All"	1.00	372	5	0
4/6/1972 0:00:00	"104"	"Nm"	"All"	1.00	1352	5	0
4/6/1972 0:00:00	"78"	"Nm"	"All"	1.00	1244	5	0
4/6/1972 0:00:00	"80"	"Nm"	"All"	1.00	2044	5	0
4/6/1972 0:00:00	"82"	"Nm"	"All"	1.00	1692	5	0
4/6/1972 0:00:00	"84"	"Nm"	"All"	1.00	2172	5	0
4/6/1972 0:00:00	"86"	"Nm"	"All"	1.00	74	5	0
4/6/1972 0:00:00	"88"	"Nm"	"All"	1.00	316	5	0
4/6/1972 0:00:00	"90"	"Nm"	"All"	1.00	1564	5	0
4/6/1972 0:00:00	"92"	"Nm"	"All"	1.00	1580	5	0
4/6/1972 0:00:00	"98"	"Nm"	"All"	1.00	76	5	0
4/6/1972 0:00:00	"D15"	"Nm"	"All"	1.00	664	5	0
4/6/1972 0:00:00	"D19"	"Nm"	"All"	1.00	0	5	0
4/6/1972 0:00:00	"D28"	"Nm"	"All"	1.00	342	5	0
4/7/1972 0:00:00	"60"	"Nm"	"All"	1.00	5532	5	0
4/7/1972 0:00:00	"62"	"Nm"	"All"	1.00	4762	5	0
4/7/1972 0:00:00	"64"	"Nm"	"All"	1.00	1380	5	0
4/7/1972 0:00:00	"66"	"Nm"	"All"	1.00	30	5	0
4/7/1972 0:00:00	"68"	"Nm"	"All"	1.00	116	5	0
4/7/1972 0:00:00	"72"	"Nm"	"All"	1.00	4372	5	0
4/7/1972 0:00:00	"74"	"Nm"	"All"	1.00	3944	5	0
4/7/1972 0:00:00	"76"	"Nm"	"All"	1.00	2880	5	0
4/7/1972 0:00:00	"D11"	"Nm"	"All"	1.00	1108	5	0
4/7/1972 0:00:00	"D14"	"Nm"	"All"	1.00	0	5	0
4/10/1972 0:00:00	"20"	"Nm"	"All"	1.00	632	5	0
4/10/1972 0:00:00	"22"	"Nm"	"All"	1.00	860	5	0
4/10/1972 0:00:00	"24"	"Nm"	"All"	1.00	656	5	0
4/10/1972 0:00:00	"28"	"Nm"	"All"	1.00	97	5	0
4/10/1972 0:00:00	"30"	"Nm"	"All"	1.00	184	5	0
4/10/1972 0:00:00	"32"	"Nm"	"All"	1.00	1803	5	0
4/10/1972 0:00:00	"36"	"Nm"	"All"	1.00	1196	5	0
4/10/1972 0:00:00	"38"	"Nm"	"All"	1.00	980	5	0
4/10/1972 0:00:00	"40"	"Nm"	"All"	1.00	3446	5	0
4/11/1972 0:00:00	"33"	"Nm"	"All"	1.00	552	5	0
4/11/1972 0:00:00	"34"	"Nm"	"All"	1.00	852	5	0
4/11/1972 0:00:00	"42"	"Nm"	"All"	1.00	184	5	0
4/11/1972 0:00:00	"44"	"Nm"	"All"	1.00	1576	5	0
4/11/1972 0:00:00	"46"	"Nm"	"All"	1.00	724	5	0
4/11/1972 0:00:00	"48"	"Nm"	"All"	1.00	659	5	0
4/11/1972 0:00:00	"50"	"Nm"	"All"	1.00	1028	5	0
4/11/1972 0:00:00	"52"	"Nm"	"All"	1.00	2380	5	0
4/11/1972 0:00:00	"54"	"Nm"	"All"	1.00	908	5	0
4/11/1972 0:00:00	"56"	"Nm"	"All"	1.00	2252	5	0
4/11/1972 0:00:00	"58"	"Nm"	"All"	1.00	748	5	0
4/19/1972 0:00:00	"104"	"Nm"	"All"	1.00	660	5	0
4/19/1972 0:00:00	"80"	"Nm"	"All"	1.00	588	5	0
4/19/1972 0:00:00	"82"	"Nm"	"All"	1.00	432	5	0
4/19/1972 0:00:00	"84"	"Nm"	"All"	1.00	428	5	0
4/19/1972 0:00:00	"86"	"Nm"	"All"	1.00	2636	5	0
4/19/1972 0:00:00	"88"	"Nm"	"All"	1.00	1740	5	0
4/19/1972 0:00:00	"90"	"Nm"	"All"	1.00	1960	5	0
4/19/1972 0:00:00	"92"	"Nm"	"All"	1.00	3580	5	0
4/19/1972 0:00:00	"98"	"Nm"	"All"	1.00	76	5	0
4/19/1972 0:00:00	"D15"	"Nm"	"All"	1.00	380	5	0
4/19/1972 0:00:00	"D19"	"Nm"	"All"	1.00	68	5	0
4/20/1972 0:00:00	"60"	"Nm"	"All"	1.00	3356	5	0
4/20/1972 0:00:00	"62"	"Nm"	"All"	1.00	16572	5	0
4/20/1972 0:00:00	"72"	"Nm"	"All"	1.00	676	5	0
4/20/1972 0:00:00	"74"	"Nm"	"All"	1.00	3004	5	0
4/20/1972 0:00:00	"76"	"Nm"	"All"	1.00	1820	5	0
4/20/1972 0:00:00	"78"	"Nm"	"All"	1.00	216	5	0
4/20/1972 0:00:00	"D11"	"Nm"	"All"	1.00	948	5	0
4/20/1972 0:00:00	"D14"	"Nm"	"All"	1.00	0	5	0
4/20/1972 0:00:00	"D28"	"Nm"	"All"	1.00	546	5	0
4/21/1972 0:00:00	"20"	"Nm"	"All"	1.00	452	5	0
4/21/1972 0:00:00	"22"	"Nm"	"All"	1.00	145	5	0
4/21/1972 0:00:00	"24"	"Nm"	"All"	1.00	487	5	0
4/21/1972 0:00:00	"28"	"Nm"	"All"	1.00	3	5	0
4/21/1972 0:00:00	"30"	"Nm"	"All"	1.00	0	5	0
4/21/1972 0:00:00	"32"	"Nm"	"All"	1.00	8364	5	0
4/21/1972 0:00:00	"36"	"Nm"	"All"	1.00	767	5	0
4/21/1972 0:00:00	"38"	"Nm"	"All"	1.00	1388	5	0
4/21/1972 0:00:00	"40"	"Nm"	"All"	1.00	1589	5	0
4/21/1972 0:00:00	"64"	"Nm"	"All"	1.00	10388	5	0
4/21/1972 0:00:00	"66"	"Nm"	"All"	1.00	5580	5	0
4/21/1972 0:00:00	"68"	"Nm"	"All"	1.00	963	5	0
4/24/1972 0:00:00	"33"	"Nm"	"All"	1.00	1116	5	0
4/24/1972 0:00:00	"34"	"Nm"	"All"	1.00	1138	5	0
4/24/1972 0:00:00	"42"	"Nm"	"All"	1.00	162	5	0
4/24/1972 0:00:00	"44"	"Nm"	"All"	1.00	1508	5	0
4/24/1972 0:00:00	"46"	"Nm"	"All"	1.00	664	5	0
4/24/1972 0:00:00	"48"	"Nm"	"All"	1.00	632	5	0
4/24/1972 0:00:00	"50"	"Nm"	"All"	1.00	452	5	0
4/24/1972 0:00:00	"52"	"Nm"	"All"	1.00	2152	5	0
4/24/1972 0:00:00	"54"	"Nm"	"All"	1.00	1710	5	0
4/24/1972 0:00:00	"56"	"Nm"	"All"	1.00	4343	5	0
4/24/1972 0:00:00	"58"	"Nm"	"All"	1.00	396	5	0
5/3/1972 0:00:00	"104"	"Nm"	"All"	1.00	76	5	0
5/3/1972 0:00:00	"78"	"Nm"	"All"	1.00	2268	5	0
5/3/1972 0:00:00	"80"	"Nm"	"All"	1.00	0	5	0
5/3/1972 0:00:00	"82"	"Nm"	"All"	1.00	272	5	0
5/3/1972 0:00:00	"84"	"Nm"	"All"	1.00	4924	5	0
5/3/1972 0:00:00	"86"	"Nm"	"All"	1.00	1556	5	0
5/3/1972 0:00:00	"88"	"Nm"	"All"	1.00	892	5	0
5/3/1972 0:00:00	"90"	"Nm"	"All"	1.00	832	5	0
5/3/1972 0:00:00	"92"	"Nm"	"All"	1.00	4044	5	0
5/3/1972 0:00:00	"98"	"Nm"	"All"	1.00	686	5	0
5/3/1972 0:00:00	"D15"	"Nm"	"All"	1.00	500	5	0
5/3/1972 0:00:00	"D28"	"Nm"	"All"	1.00	1092	5	0
5/5/1972 0:00:00	"60"	"Nm"	"All"	1.00	608	5	0
5/5/1972 0:00:00	"62"	"Nm"	"All"	1.00	4130	5	0
5/5/1972 0:00:00	"64"	"Nm"	"All"	1.00	9724	5	0
5/5/1972 0:00:00	"66"	"Nm"	"All"	1.00	5630	5	0
5/5/1972 0:00:00	"68"	"Nm"	"All"	1.00	5484	5	0
5/5/1972 0:00:00	"72"	"Nm"	"All"	1.00	591	5	0
5/5/1972 0:00:00	"74"	"Nm"	"All"	1.00	3484	5	0
5/5/1972 0:00:00	"76"	"Nm"	"All"	1.00	1836	5	0
5/5/1972 0:00:00	"D11"	"Nm"	"All"	1.00	1836	5	0
5/5/1972 0:00:00	"D14"	"Nm"	"All"	1.00	0	5	0
5/5/1972 0:00:00	"D19"	"Nm"	"All"	1.00	102	5	0
5/7/1972 0:00:00	"20"	"Nm"	"All"	1.00	100	5	0
5/7/1972 0:00:00	"22"	"Nm"	"All"	1.00	9	5	0
5/7/1972 0:00:00	"24"	"Nm"	"All"	1.00	35	5	0
5/7/1972 0:00:00	"28"	"Nm"	"All"	1.00	0	5	0
5/7/1972 0:00:00	"30"	"Nm"	"All"	1.00	1	5	0
5/7/1972 0:00:00	"32"	"Nm"	"All"	1.00	9288	5	0
5/7/1972 0:00:00	"36"	"Nm"	"All"	1.00	466	5	0
5/7/1972 0:00:00	"38"	"Nm"	"All"	1.00	888	5	0
5/7/1972 0:00:00	"40"	"Nm"	"All"	1.00	1620	5	0
5/9/1972 0:00:00	"33"	"Nm"	"All"	1.00	2268	5	0
5/9/1972 0:00:00	"34"	"Nm"	"All"	1.00	356	5	0
5/9/1972 0:00:00	"42"	"Nm"	"All"	1.00	0	5	0
5/9/1972 0:00:00	"44"	"Nm"	"All"	1.00	130	5	0
5/9/1972 0:00:00	"46"	"Nm"	"All"	1.00	300	5	0
5/9/1972 0:00:00	"48"	"Nm"	"All"	1.00	188	5	0
5/9/1972 0:00:00	"50"	"Nm"	"All"	1.00	900	5	0
5/9/1972 0:00:00	"52"	"Nm"	"All"	1.00	2492	5	0
5/9/1972 0:00:00	"54"	"Nm"	"All"	1.00	2428	5	0
5/9/1972 0:00:00	"56"	"Nm"	"All"	1.00	4044	5	0
5/9/1972 0:00:00	"58"	"Nm"	"All"	1.00	1012	5	0
5/17/1972 0:00:00	"104"	"Nm"	"All"	1.00	1100	5	0
5/17/1972 0:00:00	"78"	"Nm"	"All"	1.00	1188	5	0
5/17/1972 0:00:00	"80"	"Nm"	"All"	1.00	1284	5	0
5/17/1972 0:00:00	"82"	"Nm"	"All"	1.00	1288	5	0
5/17/1972 0:00:00	"84"	"Nm"	"All"	1.00	5804	5	0
5/17/1972 0:00:00	"86"	"Nm"	"All"	1.00	3836	5	0
5/17/1972 0:00:00	"88"	"Nm"	"All"	1.00	948	5	0
5/17/1972 0:00:00	"90"	"Nm"	"All"	1.00	4844	5	0
5/17/1972 0:00:00	"92"	"Nm"	"All"	1.00	8331	5	0
5/17/1972 0:00:00	"98"	"Nm"	"All"	1.00	57	5	0
5/17/1972 0:00:00	"D19"	"Nm"	"All"	1.00	73	5	0
5/19/1972 0:00:00	"60"	"Nm"	"All"	1.00	9964	5	0
5/19/1972 0:00:00	"62"	"Nm"	"All"	1.00	7676	5	0
5/19/1972 0:00:00	"64"	"Nm"	"All"	1.00	13484	5	0
5/19/1972 0:00:00	"66"	"Nm"	"All"	1.00	13451	5	0
5/19/1972 0:00:00	"68"	"Nm"	"All"	1.00	1740	5	0
5/19/1972 0:00:00	"72"	"Nm"	"All"	1.00	387	5	0
5/19/1972 0:00:00	"74"	"Nm"	"All"	1.00	6044	5	0
5/19/1972 0:00:00	"76"	"Nm"	"All"	1.00	2892	5	0
5/19/1972 0:00:00	"D11"	"Nm"	"All"	1.00	4876	5	0
5/19/1972 0:00:00	"D14"	"Nm"	"All"	1.00	0	5	0
5/19/1972 0:00:00	"D15"	"Nm"	"All"	1.00	736	5	0
5/21/1972 0:00:00	"20"	"Nm"	"All"	1.00	55	5	0
5/21/1972 0:00:00	"22"	"Nm"	"All"	1.00	56	5	0
5/21/1972 0:00:00	"24"	"Nm"	"All"	1.00	836	5	0
5/21/1972 0:00:00	"28"	"Nm"	"All"	1.00	113	5	0
5/21/1972 0:00:00	"30"	"Nm"	"All"	1.00	33	5	0
5/21/1972 0:00:00	"32"	"Nm"	"All"	1.00	8620	5	0
5/21/1972 0:00:00	"36"	"Nm"	"All"	1.00	137	5	0
5/21/1972 0:00:00	"38"	"Nm"	"All"	1.00	3676	5	0
5/21/1972 0:00:00	"40"	"Nm"	"All"	1.00	708	5	0
5/23/1972 0:00:00	"33"	"Nm"	"All"	1.00	1892	5	0
5/23/1972 0:00:00	"34"	"Nm"	"All"	1.00	992	5	0
5/23/1972 0:00:00	"42"	"Nm"	"All"	1.00	101	5	0
5/23/1972 0:00:00	"44"	"Nm"	"All"	1.00	532	5	0
5/23/1972 0:00:00	"46"	"Nm"	"All"	1.00	336	5	0
5/23/1972 0:00:00	"48"	"Nm"	"All"	1.00	174	5	0
5/23/1972 0:00:00	"50"	"Nm"	"All"	1.00	684	5	0
5/23/1972 0:00:00	"52"	"Nm"	"All"	1.00	2092	5	0
5/23/1972 0:00:00	"54"	"Nm"	"All"	1.00	4284	5	0
5/23/1972 0:00:00	"56"	"Nm"	"All"	1.00	9580	5	0
5/23/1972 0:00:00	"58"	"Nm"	"All"	1.00	4988	5	0
6/5/1972 0:00:00	"104"	"Nm"	"All"	1.00	3916	5	0
6/5/1972 0:00:00	"78"	"Nm"	"All"	1.00	3676	5	0
6/5/1972 0:00:00	"80"	"Nm"	"All"	1.00	120	5	0
6/5/1972 0:00:00	"82"	"Nm"	"All"	1.00	176	5	0
6/5/1972 0:00:00	"84"	"Nm"	"All"	1.00	304	5	0
6/5/1972 0:00:00	"86"	"Nm"	"All"	1.00	1164	5	0
6/5/1972 0:00:00	"88"	"Nm"	"All"	1.00	98	5	0
6/5/1972 0:00:00	"90"	"Nm"	"All"	1.00	588	5	0
6/5/1972 0:00:00	"92"	"Nm"	"All"	1.00	6268	5	0
6/5/1972 0:00:00	"98"	"Nm"	"All"	1.00	79	5	0
6/5/1972 0:00:00	"D15"	"Nm"	"All"	1.00	748	5	0
6/5/1972 0:00:00	"D19"	"Nm"	"All"	1.00	0	5	0
6/5/1972 0:00:00	"D28"	"Nm"	"All"	1.00	956	5	0
6/6/1972 0:00:00	"60"	"Nm"	"All"	1.00	9708	5	0
6/6/1972 0:00:00	"62"	"Nm"	"All"	1.00	4172	5	0
6/6/1972 0:00:00	"64"	"Nm"	"All"	1.00	5484	5	0
6/6/1972 0:00:00	"66"	"Nm"	"All"	1.00	1732	5	0
6/6/1972 0:00:00	"68"	"Nm"	"All"	1.00	7	5	0
6/6/1972 0:00:00	"72"	"Nm"	"All"	1.00	13404	5	0
6/6/1972 0:00:00	"74"	"Nm"	"All"	1.00	5560	5	0
6/6/1972 0:00:00	"76"	"Nm"	"All"	1.00	4828	5	0
6/6/1972 0:00:00	"D11"	"Nm"	"All"	1.00	756	5	0
6/6/1972 0:00:00	"D14"	"Nm"	"All"	1.00	0	5	0
6/7/1972 0:00:00	"20"	"Nm"	"All"	1.00	16	5	0
6/7/1972 0:00:00	"22"	"Nm"	"All"	1.00	39	5	0
6/7/1972 0:00:00	"24"	"Nm"	"All"	1.00	307	5	0
6/7/1972 0:00:00	"28"	"Nm"	"All"	1.00	90	5	0
6/7/1972 0:00:00	"30"	"Nm"	"All"	1.00	444	5	0
6/7/1972 0:00:00	"32"	"Nm"	"All"	1.00	6428	5	0
6/7/1972 0:00:00	"36"	"Nm"	"All"	1.00	270	5	0
6/7/1972 0:00:00	"38"	"Nm"	"All"	1.00	110	5	0
6/7/1972 0:00:00	"40"	"Nm"	"All"	1.00	1164	5	0
6/8/1972 0:00:00	"33"	"Nm"	"All"	1.00	4188	5	0
6/8/1972 0:00:00	"34"	"Nm"	"All"	1.00	312	5	0
6/8/1972 0:00:00	"42"	"Nm"	"All"	1.00	0	5	0
6/8/1972 0:00:00	"44"	"Nm"	"All"	1.00	27	5	0
6/8/1972 0:00:00	"46"	"Nm"	"All"	1.00	136	5	0
6/8/1972 0:00:00	"48"	"Nm"	"All"	1.00	350	5	0
6/8/1972 0:00:00	"50"	"Nm"	"All"	1.00	720	5	0
6/8/1972 0:00:00	"52"	"Nm"	"All"	1.00	1868	5	0
6/8/1972 0:00:00	"56"	"Nm"	"All"	1.00	1140	5	0
6/8/1972 0:00:00	"58"	"Nm"	"All"	1.00	2380	5	0
6/19/1972 0:00:00	"104"	"Nm"	"All"	1.00	564	5	0
6/19/1972 0:00:00	"78"	"Nm"	"All"	1.00	296	5	0
6/19/1972 0:00:00	"80"	"Nm"	"All"	1.00	910	5	0
6/19/1972 0:00:00	"82"	"Nm"	"All"	1.00	361	5	0
6/19/1972 0:00:00	"84"	"Nm"	"All"	1.00	2332	5	0
6/19/1972 0:00:00	"86"	"Nm"	"All"	1.00	464	5	0
6/19/1972 0:00:00	"88"	"Nm"	"All"	1.00	0	5	0
6/19/1972 0:00:00	"90"	"Nm"	"All"	1.00	1644	5	0
6/19/1972 0:00:00	"92"	"Nm"	"All"	1.00	3460	5	0
6/19/1972 0:00:00	"98"	"Nm"	"All"	1.00	100	5	0
6/19/1972 0:00:00	"D15"	"Nm"	"All"	1.00	206	5	0
6/19/1972 0:00:00	"D19"	"Nm"	"All"	1.00	5	5	0
6/19/1972 0:00:00	"D28"	"Nm"	"All"	1.00	368	5	0
6/20/1972 0:00:00	"60"	"Nm"	"All"	1.00	7820	5	0
6/20/1972 0:00:00	"62"	"Nm"	"All"	1.00	6444	5	0
6/20/1972 0:00:00	"64"	"Nm"	"All"	1.00	2940	5	0
6/20/1972 0:00:00	"66"	"Nm"	"All"	1.00	6076	5	0
6/20/1972 0:00:00	"68"	"Nm"	"All"	1.00	4428	5	0
6/20/1972 0:00:00	"72"	"Nm"	"All"	1.00	3932	5	0
6/20/1972 0:00:00	"74"	"Nm"	"All"	1.00	2198	5	0
6/20/1972 0:00:00	"76"	"Nm"	"All"	1.00	14	5	0
6/20/1972 0:00:00	"D11"	"Nm"	"All"	1.00	1217	5	0
6/20/1972 0:00:00	"D14"	"Nm"	"All"	1.00	0	5	0
6/21/1972 0:00:00	"20"	"Nm"	"All"	1.00	29	5	0
6/21/1972 0:00:00	"22"	"Nm"	"All"	1.00	0	5	0
6/21/1972 0:00:00	"24"	"Nm"	"All"	1.00	77	5	0
6/21/1972 0:00:00	"28"	"Nm"	"All"	1.00	345	5	0
6/21/1972 0:00:00	"30"	"Nm"	"All"	1.00	74	5	0
6/21/1972 0:00:00	"32"	"Nm"	"All"	1.00	8236	5	0
6/21/1972 0:00:00	"36"	"Nm"	"All"	1.00	148	5	0
6/21/1972 0:00:00	"38"	"Nm"	"All"	1.00	33	5	0
6/21/1972 0:00:00	"40"	"Nm"	"All"	1.00	54	5	0
6/22/1972 0:00:00	"33"	"Nm"	"All"	1.00	13628	5	0
6/22/1972 0:00:00	"34"	"Nm"	"All"	1.00	93	5	0
6/22/1972 0:00:00	"42"	"Nm"	"All"	1.00	0	5	0
